Index,Name,Date,Longitude,Latitude,Navy,Description,Cause
2088,Kelvinhead,27/03/1917,53.4523100131936,-3.06276380830945, United Kingdom , World War I: The cargo ship struck a mine and sank in Liverpool Bay 0.75 nautical miles (1.39 km) west south west of the Liverpool Bar Lightship . Her crew survived.,mine
2089,Neath,27/03/1917,51.0235292096794,-9.55537203193347, United Kingdom ," World War I: The auxiliary barque was torpedoed and sunk in the Atlantic Ocean 28 nautical miles (52 km) south by east of the Fastnet Rock by SM U-66 ( Kaiserliche Marine ). Her crew survived, but her captain was taken as a prisoner of war.",submarine
2090,Nova,27/03/1917,57.14722,-2.070278, Norway , World War I: The cargo ship was sunk in the North Sea 18 nautical miles (33 km) off Girdle Ness by SM UC-77 ( Kaiserliche Marine ). Her crew survived.,submarine
2091,Sandvik,27/03/1917,57.627358, -1.789100, Norway ," World War I: The coaster was sunk in the North Sea 7 nautical miles (13 km) off Tod Head , Aberdeenshire by SM UC-77 ( Kaiserliche Marine ). Her crew survived.",submarine
2092,62,27/03/1917,37.38694,9.915833, French Navy ," World War I: The gunboat was sunk in the Mediterranean Sea west of Bizerte , Algeria by SM UC-37 ( Kaiserliche Marine ).",submarine
2093,Antonietta R.,28/03/1917,40.024833, 15.271810, Italy ," World War I : The sailing vessel was sunk in the Tyrrhenian Sea off Capo Palinuro , Calabria by SM U-34 ( Kaiserliche Marine ).",submarine
2094,Carlo T,28/03/1917,40.024833, 15.271810, Italy , World War I: The sailing vessel was sunk in the Tyrrhenian Sea off Capo Palinuro by SM U-34 ( Kaiserliche Marine ).,submarine
2095,Dagali,28/03/1917,52.7902901028514,-6.1444308972548, Norway , World War I: The coaster was sunk in the Irish Sea 5 nautical miles (9.3 km) north east of the South Arklow Lightship ( United Kingdom ) by SM UC-65 ( Kaiserliche Marine ). Her crew survived.,submarine
2096,Expedient,28/03/1917,56,3, United Kingdom , World War I: The trawler was scuttled in the North Sea by SM UC-75 ( Kaiserliche Marine ) with the loss of all nine crew.,submarine
2097,Giuseppina Rosa,28/03/1917,40.513248, 11.533004, Italy , World War I: The brigantine was scuttled in the Tyrrhenian Sea by SM U-34 ( Kaiserliche Marine ).,submarine
2098,Harvest Home,28/03/1917,52.7781995442044,-6.15652145588017, Isle of Man , World War I: The schooner was shelled and sunk in the Irish Sea 4 nautical miles (7.4 km) north east of the South Arklow Lightship ( United Kingdom ) by SM UC-65 ( Kaiserliche Marine ). Her crew survived.,submarine
2099,Laima,28/03/1917,52.9983894139634,-5.52873841331235, Russia , World War I: The schooner was sunk in the Irish Sea 10 nautical miles (19 km) south east of the Codling Lightship by SM UC-65 ( Kaiserliche Marine ).,submarine
2100,La Maria,28/03/1917,40.513248, 11.533004, Italy , World War I: The sailing vessel was sunk in the Tyrrhenian Sea by SM U-34 ( Kaiserliche Marine ).,submarine
2101,Moulmein,28/03/1917,56.1007787882973,-1.48755921222806, United Kingdom ," World War I: The trawler was scuttled in the North Sea 25 nautical miles (46 km) north east of the Longstone Lighthouse , Northumberland by SM UC-77 ( Kaiserliche Marine ). Her crew survived.",submarine
2102,Oakwell,28/03/1917,54.6092453307492,-0.571309069314721, United Kingdom ," World War I: The coaster was torpedoed and sunk in the North Sea 3 nautical miles (5.6 km) north east of Robin Hood's Bay , Yorkshire by SM UB-22 ( Kaiserliche Marine ) with the loss of four crew.",submarine
2103,Raffaele,28/03/1917,40.024833, 15.271810, Italy , World War I: The sailing vessel was sunk in the Tyrrhenian Sea off Capo Palinuro by SM U-34 ( Kaiserliche Marine ).,submarine
2104,South Arklow Lightship,28/03/1917,52.1225759998643,-6.955004984, United Kingdom ," World War I: The lightship was scuttled in the Irish Sea 1.5 nautical miles (2.8 km) west of Hook Point, County Waterford by SM UC-65 ( Kaiserliche Marine ). Her crew survived.",submarine
2105,Tizona,28/03/1917,56.3641207655931,-1.66967063683862, Norway , World War I: The cargo ship was sunk in the North sea 34 nautical miles (63 km) north by east of the Longstone Lighthouse by SM UC-77 ( Kaiserliche Marine ). Her crew survived.,submarine
2106,Urania,28/03/1917,59.1019400003554,-2.55951584, Norway ," World War I: The barque was sunk in the North Sea 12 nautical miles (22 km) east of Copinsay , Orkney Islands by SM UC-42 ( Kaiserliche Marine ) with the loss of seven of her crew.",submarine
2107,Conoid,29/03/1917,49.96043532,-1.514444, United Kingdom ," World War I: The schooner was shelled and sunk in the English Channel 3.5 nautical miles (6.5 km) north of the Barfleur Lighthouse , Manche , France by SM UB-40 ( Kaiserliche Marine ). Her crew survived.",submarine
2108,Crispin,29/03/1917,51.97184872,-7.12416599916006, United Kingdom ," World War I: World War I: The cargo liner was torpedoed and sunk in the Atlantic Ocean 14 nautical miles (26 km) south of Hook Point, Waterford by SM U-57 ( Kaiserliche Marine ) with the loss of eight crew.",submarine
2109,Mascota,29/03/1917,52.5541600002423,1.8961002, United Kingdom ," World War I: The coaster was torpedoed and sunk in the North Sea 8 nautical miles (15 km) east of Lowestoft , Suffolk by a Kaiserliche Marine torpedo boat with the loss of seven of her fourteen crew. Survivors were taken as prisoners of war.",torpedo
2110,Morild I,29/03/1917,45.32306,-1.236111, Norway ," World War I: The cargo ship was scuttled in the Bay of Biscay 3 nautical miles (5.6 km) off Hourtin , Gironde , France by SM UC-69 ( Kaiserliche Marine ). Her crew survived.",submarine
2111,Os,29/03/1917,59.5862957229343,-3.14211000890059, Norway ," World War I: The coaster was sunk in the Atlantic Ocean 2 nautical miles (3.7 km) north west by north of Noup Head , Orkney Islands , United Kingdom by SM U-60 ( Kaiserliche Marine ). Her crew survived.",submarine
2112,Schaldis,29/03/1917,54.8245167566097,-0.773228471089679, Belgium ," The cargo ship was torpedoed and sunk in the North Sea 6 nautical miles (11 km) north north east of Whitby , Yorkshire , United Kingdom by SM UC-75 ( Kaiserliche Marine ).",submarine
2113,Avanguardia,30/03/1917,44.25222,-1.318889, Italy ," World War I : The cargo ship was scuttled in the Bay of Biscay 15 nautical miles (28 km) off the Contis les Bains Lighthouse , Pyrenées-Atlantiques by SM UC-69 ( Kaiserliche Marine ). Her crew survived.",submarine
2114,Britta,30/03/1917,44.48620128,-1.318889, Norway , World War I: The cargo ship was scuttled in the Bay of Biscay 14 nautical miles (26 km) north of the Contis les Bains Lighthouse by SM UC-69 ( Kaiserliche Marine ). Her crew survived.,submarine
2115,Dee,30/03/1917,-35.8415310837818,108.474165374633, United Kingdom ," World War I: The sailing vessel was scuttled in the Pacific Ocean 410 nautical miles (760 km) west by south of Cape Leeuwin , Western Australia by SMS Möwe ( Kaiserliche Marine ).",scuttled
2116,Endymion,30/03/1917,50.13334,-1.266667, United Kingdom , World War I: The sailing vessel was sunk in the English Channel by a Kaiserliche Marine submarine with the loss of four of her crew.,unspecified
2117,Harberton,30/03/1917,56,3, United Kingdom , World War I: The cargo ship struck a mine and sank in the North Sea with the loss of fifteen of her crew.,mine
2118,Michelina Catalano,30/03/1917,38.492908, 13.934124, Italy , World War I: The sailing vessel was sunk in the Mediterranean Sea north of Sicily by SM U-52 ( Kaiserliche Marine ).,submarine
2119,Saint Louis III,30/03/1917,49.876570, 0.690305, French Navy , World War I: The naval trawler struck a mine and sank off Saint Valery with the loss of sixteen of her crew.,mine
2120,Sarcelle,30/03/1917,49.932533, 1.070958, France ," World War I: The sailing vessel struck a mine and sank in the English Channel off Dieppe, Seine-Maritime.",mine
2121,Boaz,31/03/1917,49.98336984,-1.430556, United Kingdom ," World War I : The ketch was scuttled in the English Channel 15 nautical miles (28 km) north of Cap Barfleur , Manche , France by SM UB-32 ( Kaiserliche Marine ). Her crew survived.",submarine
2122,Braefield,31/03/1917,51.701286, -5.052543, United Kingdom ," World War I: The coaster was sunk in St. George's Channel off Milford Haven , Pembrokeshire by SM U-57 ( Kaiserliche Marine ) with the loss of all ten crew.",submarine
2123,Farmand,31/03/1917,43.47765508,-3.039385, Norway ," World War I: The cargo ship was sunk in the Bay of Biscay 6 nautical miles (11 km) north of Punta Galea , Biscay , Spain by SM UC-69 ( Kaiserliche Marine ). Her crew survived.",submarine
2124,Gippeswic,31/03/1917,49.98336984,-1.430556, United Kingdom ," World War I: The ketch was scuttled in the English Channel 15 nautical miles (28 km) north of Barfleur , Manche by SM UB-32 ( Kaiserliche Marine ). Her crew survived.",submarine
2125,HMHS Gloucester Castle,31/03/1917,50.61889,-1.118889, Royal Navy , HMHS Gloucester Castle ( Red Cross ): World War I: The hospital ship was torpedoed and damaged in the English Channel off the Isle of Wight by SM UB-32 ( Kaiserliche Marine ) with the loss of three crew.   She was subsequently repaired and returned to service.,submarine
2126,Hestia,31/03/1917,52.0599999972379,3.50259604, Netherlands , World War I() : The tanker was sunk in the North Sea 31 nautical miles (57 km) west of the Maas Lightship ( Netherlands ) by SM UB-23 ( Kaiserliche Marine ).,submarine
2127,Lisbeth,31/03/1917,51.568229,3.068573, Norway , World War I: The cargo ship was sunk in the North Sea north east of the Noord Hinder Lightship ( Netherlands ) by SM UB-23 ( Kaiserliche Marine ). Her crew survived.,submarine
2128,Acton,Unknown date 1917,50.13334,-1.266667, United Kingdom , World War I : The cargo ship was sunk in the English Channel by a Kaiserliche Marine submarine.,unspecified
2129,SM U-85,Unknown date 1917,56,3, Kaiserliche Marine , The Type U 81 submarine foundered in the North Sea with the loss of all 38 crew after 7 March.,ran aground
2130,Eastern Belle,01/04/1917,50.2203956912284,-1.65251830557356, United Kingdom ," World War I: The ketch was scuttled in the English Channel 30 nautical miles (56 km) south west of St. Catherine's Point , Isle of Wight by SM UC-72 ( Kaiserliche Marine ). Her crew survived.",submarine
2131,Jolie Brise,01/04/1917,48.19444,-4.625834, France ," World War I: The fishing vessel was sunk in the Atlantic Ocean 20 nautical miles (37 km) off Audierne , Finistère by SM UB-36 ( Kaiserliche Marine ).",submarine
2132,Kasenga,01/04/1917,37.623531, -0.678843, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Mediterranean Sea 2 nautical miles (3.7 km) off Cape Palos , Spain by an enemy submarine.",torpedo
2133,Maria Santissima D. Grazie,01/04/1917,38.381036, 12.934369, Italy , World War I: The sailing vessel was sunk in the Mediterranean Sea off Sicily by SM U-65 ( Kaiserliche Marine ).,submarine
2134,Maria T.,01/04/1917,38.381036, 12.934369, Italy , World War I: The sailing vessel was sunk in the Mediterranean Sea off Sicily by SM U-65 ( Kaiserliche Marine ).,submarine
2135,Providence de Dieu,01/04/1917,48.19444,-4.625834, France , World War I: The fishing vessel was sunk in the Atlantic Ocean 20 nautical miles (37 km) off Audierne by SM UB-36 ( Kaiserliche Marine ).,submarine
2136,Filicudi,02/04/1917,37.65,12.6, Regia Marina ," World War I: The naval tug struck a mine and sank in the Mediterranean Sea off Trapani , Sicily.",mine
2137,Lord Scarborough,02/04/1917,56.234170003069,-0.9465258, United Kingdom ," World War I: The trawler was sunk in the North Sea 100 nautical miles (190 km) east of the Isle of May , Fife by SM UB-35 ( Kaiserliche Marine ). Her crew survived.",submarine
2138,Ardgask,03/04/1917,37.1145093456142,13.2710153472132, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Mediterranean Sea 15 nautical miles (28 km) south west of Cape Rosello , Sicily by SM U-35 ( Kaiserliche Marine ) with the loss of a crew member.",submarine
2139,Ellen James,03/04/1917,48.65361,-5.284167, United Kingdom ," World War I: The schooner was shelled and sunk in the Atlantic Ocean west of Ouessant , Finistère , France by SM UC-71 ( Kaiserliche Marine ) with the loss of five of her crew.",submarine
2140,Maria Ferrara,03/04/1917,37.812837, 11.678723, Italy , World War I: The sailing vessel was sunk in the Mediterranean Sea west of Sicily by SM U-65 ( Kaiserliche Marine ).,submarine
2141,Nuova Maria di Porto Salvo,03/04/1917,37.325193, 16.556653, Italy , World War I: The sailing vessel was sunk in the Mediterranean Sea east of Sicily by SM UC-38 ( Kaiserliche Marine ).,submarine
2142,Vasilefs Constantinos,03/04/1917,36.2148934887849,21.5132234935249, Greece , World War I: The cargo ship was sunk in the Aegean Sea 45 nautical miles (83 km) south west of Akra Akritas by SM UB-43 ( Kaiserliche Marine ).,submarine
2143,Domingo,04/04/1917,51.845324, -8.285321, Italy ," World War I: The cargo ship was sunk in the Atlantic Ocean off Queenstown , County Cork , United Kingdom by SM U-60 ( Kaiserliche Marine ).",submarine
2144,Gibraltar,04/04/1917,57.8943633887051,-1.75376172799602, United Kingdom ," World War I: The trawler was scuttled in the North Sea 20 nautical miles (37 km) east north east of Rattray Head , Aberdeenshire by SM UB-35 ( Kaiserliche Marine ). Her crew survived.",submarine
2145,Hundvaagø,04/04/1917,51.67944,-9.921945, Norway ," World War I: The cargo ship was torpedoed and damaged in the Atlantic Ocean south west of Ireland . She was beached at Castletownbere , County Cork. Subsequently repaired and returned to service.",torpedo
2146,Maggie Ross,04/04/1917,57.8471997111458,-1.37029829011058, United Kingdom ," World War I: The trawler was shelled and sunk in the North Sea 60 nautical miles (110 km) north east of Girdle Ness , Aberdeenshire by SM UB-35 ( Kaiserliche Marine ). Her crew survived.",submarine
2147,Missourian,04/04/1917,44.05639,8.086111, United States ," World War I: The cargo ship was sunk in the Tyrrhenian Sea off Porto Maurizio , Liguria , Italy by SM U-52 ( Kaiserliche Marine ). Her crew survived.",submarine
2148,Parana,04/04/1917,49.73139,-1.430556, Brazil ," World War I: The cargo ship was sunk in the English Channel off Barfleur , Manche , France by SM UB-32 ( Kaiserliche Marine ). Her crew survived.",submarine
2149,Penseiro,04/04/1917,50.1494399964141,-7.22316872, Italy , World War I: The cargo ship was scuttled in the Atlantic Ocean 40 nautical miles (74 km) west of the Isles of Scilly by SM UC-71 ( Kaiserliche Marine ). Her crew survived.,submarine
2150,San Giovanni Battiste,04/04/1917,35.141751, 16.913156, Italy , World War I: The sailing vessel was sunk in the Mediterranean Sea by SM UC-37 ( Kaiserliche Marine ).,submarine
2151,Vladimir Reitz,04/04/1917,60.8559344586853,-2.64970217801178, Denmark ," World War I: The cargo ship was sunk in the Atlantic Ocean 40 nautical miles (74 km) north west by north of Foula , Shetland Islands , United Kingdom by SM U-78 ( Kaiserliche Marine ) with the loss of two crew.",submarine
